 iteration 1
Iter = 	20	 relative error = 	1.0205	 diff_step = 	2571436.5618	 diff = 	4606618.1065	 diff1 = 	4599028.9385	 diff2 = 	-0.9742	 diff3 = 	-65.6979	 diff4 = 	-0.018824	 diff5 = 	1.3699	 diff6 = 	14.4756	 diff7 = 	7640.0134	 diff8 = 	7654.489
Iter = 	40	 relative error = 	0.99471	 diff_step = 	340681.1814	 diff = 	4357913.8096	 diff1 = 	4350417.4984	 diff2 = 	-0.9667	 diff3 = 	-66.0806	 diff4 = 	-0.017788	 diff5 = 	1.5266	 diff6 = 	16.0243	 diff7 = 	7545.8254	 diff8 = 	7561.8497
Iter = 	60	 relative error = 	0.9836	 diff_step = 	204650.6372	 diff = 	4247589.8663	 diff1 = 	4240201.8712	 diff2 = 	-0.95919	 diff3 = 	-65.9358	 diff4 = 	-0.017234	 diff5 = 	1.6202	 diff6 = 	16.7803	 diff7 = 	7436.5069	 diff8 = 	7453.2872
Iter = 	80	 relative error = 	0.97741	 diff_step = 	140404.901	 diff = 	4187970.7433	 diff1 = 	4180695.4033	 diff2 = 	-0.95151	 diff3 = 	-65.6261	 diff4 = 	-0.016823	 diff5 = 	1.6841	 diff6 = 	17.2013	 diff7 = 	7323.0491	 diff8 = 	7340.2503
Iter = 	100	 relative error = 	0.97356	 diff_step = 	103501.5193	 diff = 	4152089.0179	 diff1 = 	4144925.8852	 diff2 = 	-0.94381	 diff3 = 	-65.2663	 diff4 = 	-0.016494	 diff5 = 	1.7309	 diff6 = 	17.4453	 diff7 = 	7210.1831	 diff8 = 	7227.6284
Iter = 	120	 relative error = 	0.97104	 diff_step = 	79679.2915	 diff = 	4129154.9584	 diff1 = 	4122101.9954	 diff2 = 	-0.9362	 diff3 = 	-64.8883	 diff4 = 	-0.016225	 diff5 = 	1.7674	 diff6 = 	17.5831	 diff7 = 	7099.4533	 diff8 = 	7117.0364
Iter = 	140	 relative error = 	0.96933	 diff_step = 	62842.5849	 diff = 	4113899.6844	 diff1 = 	4106954.305	 diff2 = 	-0.92871	 diff3 = 	-64.4944	 diff4 = 	-0.016001	 diff5 = 	1.7973	 diff6 = 	17.6523	 diff7 = 	6991.369	 diff8 = 	7009.0213
Iter = 	160	 relative error = 	0.96814	 diff_step = 	50770.8429	 diff = 	4103249.3233	 diff1 = 	4096408.7708	 diff2 = 	-0.92135	 diff3 = 	-64.0891	 diff4 = 	-0.015809	 diff5 = 	1.8226	 diff6 = 	17.6767	 diff7 = 	6886.0795	 diff8 = 	6903.7562
Iter = 	180	 relative error = 	0.96728	 diff_step = 	42190.5917	 diff = 	4095481.4042	 diff1 = 	4088742.8832	 diff2 = 	-0.91413	 diff3 = 	-63.6806	 diff4 = 	-0.015636	 diff5 = 	1.8448	 diff6 = 	17.6713	 diff7 = 	6783.6153	 diff8 = 	6801.2866
Iter = 	200	 relative error = 	0.96662	 diff_step = 	35883.8471	 diff = 	4089621.6763	 diff1 = 	4082982.3987	 diff2 = 	-0.90705	 diff3 = 	-63.2744	 diff4 = 	-0.015479	 diff5 = 	1.8646	 diff6 = 	17.6454	 diff7 = 	6683.9645	 diff8 = 	6701.6099
Iter = 	220	 relative error = 	0.9661	 diff_step = 	31043.7808	 diff = 	4085096.8387	 diff1 = 	4078554.0471	 diff2 = 	-0.90011	 diff3 = 	-62.8731	 diff4 = 	-0.015332	 diff5 = 	1.8827	 diff6 = 	17.605	 diff7 = 	6587.0924	 diff8 = 	6604.6974
