 iteration 1
Iter = 	20	 relative error = 	1.0933	 diff_step = 	1667506.658	 diff = 	5672527.6334	 diff1 = 	5090093.8417	 diff2 = 	-7941.0628	 diff3 = 	-0.00050241	 diff4 = 	-0.015229	 diff5 = 	132860.4021	 diff6 = 	5202.3889	 diff7 = 	452312.0792	 diff8 = 	457514.4681
Iter = 	40	 relative error = 	1.0694	 diff_step = 	264593.5098	 diff = 	5377072.169	 diff1 = 	4934566.2688	 diff2 = 	-5855.1781	 diff3 = 	-0.00037896	 diff4 = 	-0.010926	 diff5 = 	179857.3195	 diff6 = 	4532.3378	 diff7 = 	263971.4323	 diff8 = 	268503.7701
Iter = 	60	 relative error = 	1.061	 diff_step = 	140322.4337	 diff = 	5285844.9847	 diff1 = 	4876985.555	 diff2 = 	-5018.0854	 diff3 = 	-0.00032703	 diff4 = 	-0.0092548	 diff5 = 	207490.1166	 diff6 = 	4288.1482	 diff7 = 	202099.2598	 diff8 = 	206387.408
Iter = 	80	 relative error = 	1.0572	 diff_step = 	85685.9412	 diff = 	5248382.1663	 diff1 = 	4850802.6118	 diff2 = 	-4577.1392	 diff3 = 	-0.0002984	 diff4 = 	-0.0084063	 diff5 = 	224628.1939	 diff6 = 	4192.6044	 diff7 = 	173335.9041	 diff8 = 	177528.5085
Iter = 	100	 relative error = 	1.0552	 diff_step = 	56701.5216	 diff = 	5230418.4871	 diff1 = 	4837221.8693	 diff2 = 	-4315.8091	 diff3 = 	-0.00028069	 diff4 = 	-0.0079198	 diff5 = 	235543.4813	 diff6 = 	4163.9436	 diff7 = 	157805.0103	 diff8 = 	161968.9538
Iter = 	120	 relative error = 	1.0542	 diff_step = 	39945.814	 diff = 	5220765.2682	 diff1 = 	4829412.7446	 diff2 = 	-4150.3658	 diff3 = 	-0.00026898	 diff4 = 	-0.0076208	 diff5 = 	242632.7155	 diff6 = 	4167.4192	 diff7 = 	148702.7626	 diff8 = 	152870.1818
Iter = 	140	 relative error = 	1.0536	 diff_step = 	29962.2911	 diff = 	5215089.0636	 diff1 = 	4824521.5191	 diff2 = 	-4041.0612	 diff3 = 	-0.00026091	 diff4 = 	-0.0074284	 diff5 = 	247337.6073	 diff6 = 	4185.8938	 diff7 = 	143085.1122	 diff8 = 	147271.006
Iter = 	160	 relative error = 	1.0532	 diff_step = 	23631.5522	 diff = 	5211554.9513	 diff1 = 	4821286.4698	 diff2 = 	-3966.5759	 diff3 = 	-0.00025516	 diff4 = 	-0.0073006	 diff5 = 	250537.6237	 diff6 = 	4210.2421	 diff7 = 	139487.1992	 diff8 = 	143697.4413
Iter = 	180	 relative error = 	1.053	 diff_step = 	19185.5962	 diff = 	5209265.8006	 diff1 = 	4819062.8452	 diff2 = 	-3914.561	 diff3 = 	-0.00025097	 diff4 = 	-0.0072135	 diff5 = 	252768.1584	 diff6 = 	4235.5859	 diff7 = 	137113.7795	 diff8 = 	141349.3654
Iter = 	200	 relative error = 	1.0529	 diff_step = 	15972.7373	 diff = 	5207717.4834	 diff1 = 	4817468.0554	 diff2 = 	-3877.5116	 diff3 = 	-0.00024786	 diff4 = 	-0.0071528	 diff5 = 	254359.0023	 diff6 = 	4259.514	 diff7 = 	135508.4307	 diff8 = 	139767.9447
Iter = 	220	 relative error = 	1.0529	 diff_step = 	13586.0092	 diff = 	5206632.1042	 diff1 = 	4816285.1957	 diff2 = 	-3850.6584	 diff3 = 	-0.00024552	 diff4 = 	-0.0071095	 diff5 = 	255518.5634	 diff6 = 	4280.9461	 diff7 = 	134398.0648	 diff8 = 	138679.0109
Iter = 	240	 relative error = 	1.0528	 diff_step = 	11733.0796	 diff = 	5205848.4337	 diff1 = 	4815385.0484	 diff2 = 	-3830.9092	 diff3 = 	-0.00024374	 diff4 = 	-0.007078	 diff5 = 	256380.5658	 diff6 = 	4299.516	 diff7 = 	133614.22	 diff8 = 	137913.736
Iter = 	260	 relative error = 	1.0528	 diff_step = 	10242.8746	 diff = 	5205266.7538	 diff1 = 	4814684.8114	 diff2 = 	-3816.2136	 diff3 = 	-0.00024237	 diff4 = 	-0.0070547	 diff5 = 	257032.4074	 diff6 = 	4315.2577	 diff7 = 	133050.4983	 diff8 = 	137365.756
Iter = 	280	 relative error = 	1.0528	 diff_step = 	9017.6512	 diff = 	5204824.3815	 diff1 = 	4814130.3054	 diff2 = 	-3805.1759	 diff3 = 	-0.00024131	 diff4 = 	-0.0070371	 diff5 = 	257532.5018	 diff6 = 	4328.4158	 diff7 = 	132638.3417	 diff8 = 	136966.7575
Iter = 	300	 relative error = 	1.0528	 diff_step = 	8000.0228	 diff = 	5204481.7148	 diff1 = 	4813685.7574	 diff2 = 	-3796.8245	 diff3 = 	-0.00024049	 diff4 = 	-0.0070236	 diff5 = 	257920.7734	 diff6 = 	4339.3166	 diff7 = 	132332.6992	 diff8 = 	136672.0158
Iter = 	320	 relative error = 	1.0528	 diff_step = 	7148.0661	 diff = 	5204212.2792	 diff1 = 	4813325.9953	 diff2 = 	-3790.471	 diff3 = 	-0.00023984	 diff4 = 	-0.0070132	 diff5 = 	258225.1317	 diff6 = 	4348.2943	 diff7 = 	132103.3361	 diff8 = 	136451.6304
Iter = 	340	 relative error = 	1.0528	 diff_step = 	6429.2448	 diff = 	5203997.6986	 diff1 = 	4813032.5841	 diff2 = 	-3785.6202	 diff3 = 	-0.00023934	 diff4 = 	-0.0070051	 diff5 = 	258465.5515	 diff6 = 	4355.661	 diff7 = 	131929.5295	 diff8 = 	136285.1905
Iter = 	360	 relative error = 	1.0528	 diff_step = 	5802.2971	 diff = 	5203825.6292	 diff1 = 	4812792.4374	 diff2 = 	-3781.9091	 diff3 = 	-0.00023894	 diff4 = 	-0.0069988	 diff5 = 	258656.6819	 diff6 = 	4361.6857	 diff7 = 	131796.7407	 diff8 = 	136158.4263
Iter = 	380	 relative error = 	1.0528	 diff_step = 	5247.8773	 diff = 	5203685.7544	 diff1 = 	4812594.1466	 diff2 = 	-3779.0689	 diff3 = 	-0.00023863	 diff4 = 	-0.0069937	 diff5 = 	258809.4655	 diff6 = 	4366.6004	 diff7 = 	131694.618	 diff8 = 	136061.2185
Iter = 	400	 relative error = 	1.0528	 diff_step = 	4760.7601	 diff = 	5203570.2502	 diff1 = 	4812428.693	 diff2 = 	-3776.8975	 diff3 = 	-0.00023839	 diff4 = 	-0.0069897	 diff5 = 	258932.1526	 diff6 = 	4370.6064	 diff7 = 	131615.703	 diff8 = 	135986.3094
Iter = 	420	 relative error = 	1.0528	 diff_step = 	4334.5722	 diff = 	5203473.4616	 diff1 = 	4812289.2788	 diff2 = 	-3775.2395	 diff3 = 	-0.00023819	 diff4 = 	-0.0069866	 diff5 = 	259031.0311	 diff6 = 	4373.8729	 diff7 = 	131554.5254	 diff8 = 	135928.3984
Iter = 	440	 relative error = 	1.0528	 diff_step = 	3960.7764	 diff = 	5203391.5252	 diff1 = 	4812171.0009	 diff2 = 	-3773.9745	 diff3 = 	-0.00023804	 diff4 = 	-0.006984	 diff5 = 	259110.9624	 diff6 = 	4376.5386	 diff7 = 	131507.0049	 diff8 = 	135883.5435
Iter = 	460	 relative error = 	1.0528	 diff_step = 	3627.5445	 diff = 	5203321.7652	 diff1 = 	4812070.2521	 diff2 = 	-3773.0095	 diff3 = 	-0.00023792	 diff4 = 	-0.006982	 diff5 = 	259175.7748	 diff6 = 	4378.713	 diff7 = 	131470.042	 diff8 = 	135848.755
Iter = 	480	 relative error = 	1.0528	 diff_step = 	3330.1587	 diff = 	5203261.6441	 diff1 = 	4811983.652	 diff2 = 	-3772.2734	 diff3 = 	-0.00023782	 diff4 = 	-0.0069803	 diff5 = 	259228.5112	 diff6 = 	4380.4872	 diff7 = 	131441.2743	 diff8 = 	135821.7616
