 iteration 1
Iter = 	20	 relative error = 	1.0984	 diff_step = 	1599904.0005	 diff = 	5138332.5704	 diff1 = 	5074726.9092	 diff2 = 	-9882.9027	 diff3 = 	-0.0061877	 diff4 = 	-17.4928	 diff5 = 	12036.6817	 diff6 = 	54747.065	 diff7 = 	6722.3162	 diff8 = 	61469.3812
Iter = 	40	 relative error = 	1.0838	 diff_step = 	269652.0572	 diff = 	4994612.8147	 diff1 = 	4925312.7523	 diff2 = 	-9917.3633	 diff3 = 	-0.0062724	 diff4 = 	-16.6121	 diff5 = 	12770.9525	 diff6 = 	59727.6636	 diff7 = 	6735.4279	 diff8 = 	66463.0915
Iter = 	60	 relative error = 	1.079	 diff_step = 	144337.9039	 diff = 	4941633.2643	 diff1 = 	4869496.4936	 diff2 = 	-9943.8687	 diff3 = 	-0.0063172	 diff4 = 	-16.1477	 diff5 = 	13183.9546	 diff6 = 	62167.2061	 diff7 = 	6745.6328	 diff8 = 	68912.8389
Iter = 	80	 relative error = 	1.077	 diff_step = 	88473.4056	 diff = 	4917890.2124	 diff1 = 	4844102.8116	 diff2 = 	-9963.8561	 diff3 = 	-0.0063382	 diff4 = 	-15.8739	 diff5 = 	13445.0919	 diff6 = 	63567.5889	 diff7 = 	6754.4564	 diff8 = 	70322.0453
Iter = 	100	 relative error = 	1.076	 diff_step = 	58673.1117	 diff = 	4905988.2086	 diff1 = 	4831152.4925	 diff2 = 	-9980.3537	 diff3 = 	-0.0063501	 diff4 = 	-15.7016	 diff5 = 	13619.358	 diff6 = 	64448.5932	 diff7 = 	6763.8265	 diff8 = 	71212.4197
Iter = 	120	 relative error = 	1.0754	 diff_step = 	41232.0162	 diff = 	4899390.2856	 diff1 = 	4823846.1671	 diff2 = 	-9994.7439	 diff3 = 	-0.0063592	 diff4 = 	-15.5895	 diff5 = 	13737.3058	 diff6 = 	65042.8716	 diff7 = 	6774.2808	 diff8 = 	71817.1524
Iter = 	140	 relative error = 	1.0751	 diff_step = 	30857.6594	 diff = 	4895406.4619	 diff1 = 	4819357.5339	 diff2 = 	-10007.8174	 diff3 = 	-0.0063674	 diff4 = 	-15.5147	 diff5 = 	13818.4772	 diff6 = 	65468.0673	 diff7 = 	6785.722	 diff8 = 	72253.7893
Iter = 	160	 relative error = 	1.0748	 diff_step = 	24264.4212	 diff = 	4892866.2573	 diff1 = 	4816441.8429	 diff2 = 	-10020.0052	 diff3 = 	-0.0063752	 diff4 = 	-15.4639	 diff5 = 	13875.5603	 diff6 = 	65786.4465	 diff7 = 	6797.8831	 diff8 = 	72584.3295
Iter = 	180	 relative error = 	1.0747	 diff_step = 	19685.9539	 diff = 	4891181.8564	 diff1 = 	4814468.69	 diff2 = 	-10031.6008	 diff3 = 	-0.006383	 diff4 = 	-15.4295	 diff5 = 	13916.4067	 diff6 = 	66033.2814	 diff7 = 	6810.515	 diff8 = 	72843.7964
Iter = 	200	 relative error = 	1.0746	 diff_step = 	16392.1433	 diff = 	4890015.7772	 diff1 = 	4813074.2948	 diff2 = 	-10042.8065	 diff3 = 	-0.0063908	 diff4 = 	-15.4067	 diff5 = 	13945.7715	 diff6 = 	66230.4894	 diff7 = 	6823.4412	 diff8 = 	73053.9306
Iter = 	220	 relative error = 	1.0745	 diff_step = 	13953.4527	 diff = 	4889179.3388	 diff1 = 	4812053.1962	 diff2 = 	-10053.7493	 diff3 = 	-0.0063987	 diff4 = 	-15.3923	 diff5 = 	13966.7633	 diff6 = 	66391.9911	 diff7 = 	6836.5361	 diff8 = 	73228.5273
