 iteration 1
Iter = 	20	 relative error = 	1.07	 diff_step = 	1665912.883	 diff = 	5573809.6197	 diff1 = 	5087291.4817	 diff2 = 	-0.23065	 diff3 = 	-15.5188	 diff4 = 	-0.046218	 diff5 = 	43937.2147	 diff6 = 	15514.4048	 diff7 = 	427082.3142	 diff8 = 	442596.7191
Iter = 	40	 relative error = 	1.054	 diff_step = 	269830.9567	 diff = 	5238438.7834	 diff1 = 	4930380.9229	 diff2 = 	-0.16763	 diff3 = 	-11.3952	 diff4 = 	-0.032122	 diff5 = 	62232.7132	 diff6 = 	12896.6377	 diff7 = 	232940.1046	 diff8 = 	245836.7422
Iter = 	60	 relative error = 	1.0484	 diff_step = 	143206.5204	 diff = 	5124611.3796	 diff1 = 	4872585.7792	 diff2 = 	-0.13976	 diff3 = 	-9.5383	 diff4 = 	-0.026213	 diff5 = 	75120.8012	 diff6 = 	11593.5407	 diff7 = 	165320.9627	 diff8 = 	176914.5034
Iter = 	80	 relative error = 	1.0459	 diff_step = 	87455.7191	 diff = 	5073507.404	 diff1 = 	4846422.1427	 diff2 = 	-0.12356	 diff3 = 	-8.4398	 diff4 = 	-0.022936	 diff5 = 	84779.2159	 diff6 = 	10802.5642	 diff7 = 	131512.0676	 diff8 = 	142314.6317
Iter = 	100	 relative error = 	1.0446	 diff_step = 	57846.5608	 diff = 	5047115.1034	 diff1 = 	4833042.2605	 diff2 = 	-0.11292	 diff3 = 	-7.7096	 diff4 = 	-0.020863	 diff5 = 	92210.3446	 diff6 = 	10282.6619	 diff7 = 	111587.6798	 diff8 = 	121870.3417
Iter = 	120	 relative error = 	1.0438	 diff_step = 	40557.2709	 diff = 	5032067.842	 diff1 = 	4825460.7687	 diff2 = 	-0.1054	 diff3 = 	-7.1908	 diff4 = 	-0.019448	 diff5 = 	98005.6638	 diff6 = 	9927.6926	 diff7 = 	98681.0326	 diff8 = 	108608.7252
Iter = 	140	 relative error = 	1.0432	 diff_step = 	30278.7821	 diff = 	5022810.5475	 diff1 = 	4820769.2544	 diff2 = 	-0.099844	 diff3 = 	-6.8057	 diff4 = 	-0.018434	 diff5 = 	102573.5649	 diff6 = 	9681.2034	 diff7 = 	89793.4488	 diff8 = 	99474.6522
Iter = 	160	 relative error = 	1.0428	 diff_step = 	23821.7764	 diff = 	5016807.1209	 diff1 = 	4817688.7419	 diff2 = 	-0.095598	 diff3 = 	-6.5104	 diff4 = 	-0.017682	 diff5 = 	106208.0658	 diff6 = 	9509.172	 diff7 = 	83407.7649	 diff8 = 	92916.9369
Iter = 	180	 relative error = 	1.0425	 diff_step = 	19334.8109	 diff = 	5012766.1507	 diff1 = 	4815585.0077	 diff2 = 	-0.092276	 diff3 = 	-6.2786	 diff4 = 	-0.01711	 diff5 = 	109122.913	 diff6 = 	9389.5698	 diff7 = 	78675.0482	 diff8 = 	88064.618
Iter = 	200	 relative error = 	1.0423	 diff_step = 	16104.1228	 diff = 	5009945.4194	 diff1 = 	4814083.9536	 diff2 = 	-0.089627	 diff3 = 	-6.0932	 diff4 = 	-0.016667	 diff5 = 	111475.5676	 diff6 = 	9307.6729	 diff7 = 	75084.4248	 diff8 = 	84392.0977
Iter = 	220	 relative error = 	1.0421	 diff_step = 	13708.9775	 diff = 	5007918.81	 diff1 = 	4812976.1635	 diff2 = 	-0.087483	 diff3 = 	-5.9427	 diff4 = 	-0.016319	 diff5 = 	113385.2332	 diff6 = 	9253.1724	 diff7 = 	72310.2874	 diff8 = 	81563.4598
Iter = 	240	 relative error = 	1.042	 diff_step = 	11849.9078	 diff = 	5006427.1709	 diff1 = 	4812135.3172	 diff2 = 	-0.085727	 diff3 = 	-5.819	 diff4 = 	-0.016042	 diff5 = 	114943.5942	 diff6 = 	9218.6546	 diff7 = 	70135.5256	 diff8 = 	79354.1802
Iter = 	260	 relative error = 	1.0419	 diff_step = 	10358.1371	 diff = 	5005306.3886	 diff1 = 	4811481.5764	 diff2 = 	-0.084274	 diff3 = 	-5.7162	 diff4 = 	-0.015819	 diff5 = 	116221.752	 diff6 = 	9198.7273	 diff7 = 	68410.1493	 diff8 = 	77608.8766
Iter = 	280	 relative error = 	1.0418	 diff_step = 	9134.7875	 diff = 	5004450.191	 diff1 = 	4810963.7769	 diff2 = 	-0.083061	 diff3 = 	-5.6301	 diff4 = 	-0.015638	 diff5 = 	117275.1943	 diff6 = 	9189.4205	 diff7 = 	67027.5282	 diff8 = 	76216.9487
Iter = 	300	 relative error = 	1.0417	 diff_step = 	8119.4776	 diff = 	5003787.9753	 diff1 = 	4810548.3043	 diff2 = 	-0.082041	 diff3 = 	-5.5575	 diff4 = 	-0.01549	 diff5 = 	118147.5033	 diff6 = 	9187.7809	 diff7 = 	65910.0418	 diff8 = 	75097.8227
