 iteration 1
Iter = 	20	 relative error = 	1.1841	 diff_step = 	1674114.8352	 diff = 	5558155.8531	 diff1 = 	5089717.9962	 diff2 = 	-27944.6279	 diff3 = 	-0.0015736	 diff4 = 	-472.3646	 diff5 = 	43486.3393	 diff6 = 	15640.8896	 diff7 = 	437727.6222	 diff8 = 	453368.5118
Iter = 	40	 relative error = 	1.128	 diff_step = 	272634.5922	 diff = 	5226414.3868	 diff1 = 	4931619.5539	 diff2 = 	-19489.8784	 diff3 = 	-0.0011593	 diff4 = 	-329.1459	 diff5 = 	61475.1168	 diff6 = 	13016.5092	 diff7 = 	240122.2324	 diff8 = 	253138.7416
Iter = 	60	 relative error = 	1.1063	 diff_step = 	144352.365	 diff = 	5114131.6841	 diff1 = 	4873450.9916	 diff2 = 	-15969.3781	 diff3 = 	-0.00097285	 diff4 = 	-269.028	 diff5 = 	74094.423	 diff6 = 	11710.9801	 diff7 = 	171113.6964	 diff8 = 	182824.6765
Iter = 	80	 relative error = 	1.095	 diff_step = 	88108.7491	 diff = 	5063861.28	 diff1 = 	4847110.7604	 diff2 = 	-13990.6688	 diff3 = 	-0.00086258	 diff4 = 	-235.6668	 diff5 = 	83516.4124	 diff6 = 	10918.8136	 diff7 = 	136541.6301	 diff8 = 	147460.4437
Iter = 	100	 relative error = 	1.0882	 diff_step = 	58274.5994	 diff = 	5037970.0468	 diff1 = 	4833632.9235	 diff2 = 	-12720.5601	 diff3 = 	-0.00078928	 diff4 = 	-214.5569	 diff5 = 	90740.1045	 diff6 = 	10398.3762	 diff7 = 	116133.7604	 diff8 = 	126532.1365
Iter = 	120	 relative error = 	1.0837	 diff_step = 	40868.1221	 diff = 	5023240.7813	 diff1 = 	4825991.0225	 diff2 = 	-11842.0692	 diff3 = 	-0.00073721	 diff4 = 	-200.1479	 diff5 = 	96353.868	 diff6 = 	10043.3542	 diff7 = 	102894.7545	 diff8 = 	112938.1087
Iter = 	140	 relative error = 	1.0807	 diff_step = 	30524.8286	 diff = 	5014192.3902	 diff1 = 	4821260.6876	 diff2 = 	-11205.0514	 diff3 = 	-0.00069855	 diff4 = 	-189.8198	 diff5 = 	100762.9929	 diff6 = 	9797.2248	 diff7 = 	93766.3568	 diff8 = 	103563.5815
Iter = 	160	 relative error = 	1.0785	 diff_step = 	24022.7702	 diff = 	5008328.496	 diff1 = 	4818153.936	 diff2 = 	-10727.5701	 diff3 = 	-0.00066891	 diff4 = 	-182.1604	 diff5 = 	104258.6449	 diff6 = 	9625.9074	 diff7 = 	87199.7388	 diff8 = 	96825.6462
Iter = 	180	 relative error = 	1.077	 diff_step = 	19507.7189	 diff = 	5004382.0583	 diff1 = 	4816032.6131	 diff2 = 	-10361.0739	 diff3 = 	-0.00064562	 diff4 = 	-176.3431	 diff5 = 	107052.118	 diff6 = 	9507.3048	 diff7 = 	82327.44	 diff8 = 	91834.7448
Iter = 	200	 relative error = 	1.0759	 diff_step = 	16257.45	 diff = 	5001625.9294	 diff1 = 	4814520.1409	 diff2 = 	-10074.6529	 diff3 = 	-0.00062698	 diff4 = 	-171.8421	 diff5 = 	109298.6685	 diff6 = 	9426.6363	 diff7 = 	78626.9792	 diff8 = 	88053.6155
Iter = 	220	 relative error = 	1.0751	 diff_step = 	13845.6139	 diff = 	4999643.3865	 diff1 = 	4813405.0953	 diff2 = 	-9847.5756	 diff3 = 	-0.00061184	 diff4 = 	-168.3061	 diff5 = 	111115.5793	 diff6 = 	9373.5394	 diff7 = 	75765.0548	 diff8 = 	85138.5942
