 iteration 1
Iter = 	20	 relative error = 	1.07	 diff_step = 	1665838.8649	 diff = 	5573461.5023	 diff1 = 	5087336.1642	 diff2 = 	-2.3071	 diff3 = 	-155.4754	 diff4 = 	-466.8006	 diff5 = 	43925.6451	 diff6 = 	15517.7359	 diff7 = 	427306.5404	 diff8 = 	442824.2762
Iter = 	40	 relative error = 	1.054	 diff_step = 	269836.5838	 diff = 	5238174.6121	 diff1 = 	4930407.6448	 diff2 = 	-1.6769	 diff3 = 	-114.1323	 diff4 = 	-324.3957	 diff5 = 	62212.6246	 diff6 = 	12900.1809	 diff7 = 	233094.3667	 diff8 = 	245994.5476
Iter = 	60	 relative error = 	1.0484	 diff_step = 	143210.5969	 diff = 	5124379.0927	 diff1 = 	4872604.0312	 diff2 = 	-1.3981	 diff3 = 	-95.5298	 diff4 = 	-264.6317	 diff5 = 	75093.4618	 diff6 = 	11597.1843	 diff7 = 	165445.9751	 diff8 = 	177043.1594
Iter = 	80	 relative error = 	1.0459	 diff_step = 	87459.2393	 diff = 	5073290.9562	 diff1 = 	4846435.4756	 diff2 = 	-1.2362	 diff3 = 	-84.5268	 diff4 = 	-231.473	 diff5 = 	84745.757	 diff6 = 	10806.2607	 diff7 = 	131620.6989	 diff8 = 	142426.9596
Iter = 	100	 relative error = 	1.0446	 diff_step = 	57850.1269	 diff = 	5046907.5234	 diff1 = 	4833052.3889	 diff2 = 	-1.1297	 diff3 = 	-77.2128	 diff4 = 	-210.4969	 diff5 = 	92171.7402	 diff6 = 	10286.3922	 diff7 = 	111685.8415	 diff8 = 	121972.2338
Iter = 	120	 relative error = 	1.0438	 diff_step = 	40561.6228	 diff = 	5031865.662	 diff1 = 	4825468.7538	 diff2 = 	-1.0545	 diff3 = 	-72.0182	 diff4 = 	-196.1827	 diff5 = 	97962.7545	 diff6 = 	9931.4466	 diff7 = 	98771.9626	 diff8 = 	108703.4091
Iter = 	140	 relative error = 	1.0432	 diff_step = 	30282.102	 diff = 	5022611.8275	 diff1 = 	4820775.7514	 diff2 = 	-0.99896	 diff3 = 	-68.1619	 diff4 = 	-185.9246	 diff5 = 	102527.0616	 diff6 = 	9684.9743	 diff7 = 	89879.1255	 diff8 = 	99564.0998
Iter = 	160	 relative error = 	1.0429	 diff_step = 	23824.6659	 diff = 	5016610.5289	 diff1 = 	4817694.0051	 diff2 = 	-0.95649	 diff3 = 	-65.2059	 diff4 = 	-178.3186	 diff5 = 	106158.5581	 diff6 = 	9512.9565	 diff7 = 	83489.4903	 diff8 = 	93002.4468
Iter = 	180	 relative error = 	1.0426	 diff_step = 	19337.4412	 diff = 	5012570.9917	 diff1 = 	4815589.361	 diff2 = 	-0.92326	 diff3 = 	-62.8853	 diff4 = 	-172.5431	 diff5 = 	109070.8946	 diff6 = 	9393.3657	 diff7 = 	78753.722	 diff8 = 	88147.0877
Iter = 	200	 relative error = 	1.0423	 diff_step = 	16106.268	 diff = 	5009751.268	 diff1 = 	4814087.6498	 diff2 = 	-0.89677	 diff3 = 	-61.0292	 diff4 = 	-168.0752	 diff5 = 	111421.4462	 diff6 = 	9311.4791	 diff7 = 	75160.6941	 diff8 = 	84472.1732
Iter = 	220	 relative error = 	1.0422	 diff_step = 	13710.8463	 diff = 	5007725.3615	 diff1 = 	4812979.361	 diff2 = 	-0.87533	 diff3 = 	-59.5225	 diff4 = 	-164.5661	 diff5 = 	113329.3438	 diff6 = 	9256.9885	 diff7 = 	72384.632	 diff8 = 	81641.6206
