 iteration 1
Iter = 	20	 relative error = 	1.0704	 diff_step = 	1666059.1665	 diff = 	5980494.4963	 diff1 = 	5071179.5698	 diff2 = 	-0.2511	 diff3 = 	-16.9667	 diff4 = 	-0.51747	 diff5 = 	407941.6895	 diff6 = 	1695.158	 diff7 = 	499695.8143	 diff8 = 	501390.9723
Iter = 	40	 relative error = 	1.0556	 diff_step = 	234643.9915	 diff = 	5769132.9052	 diff1 = 	4937053.155	 diff2 = 	-0.20089	 diff3 = 	-13.623	 diff4 = 	-0.40159	 diff5 = 	485320.9766	 diff6 = 	1688.111	 diff7 = 	345084.8882	 diff8 = 	346772.9991
Iter = 	60	 relative error = 	1.0501	 diff_step = 	125839.9239	 diff = 	5706835.6394	 diff1 = 	4886006.1147	 diff2 = 	-0.18322	 diff3 = 	-12.4049	 diff4 = 	-0.36402	 diff5 = 	515243.066	 diff6 = 	1758.3715	 diff7 = 	303841.0394	 diff8 = 	305599.4109
Iter = 	80	 relative error = 	1.0474	 diff_step = 	78232.0019	 diff = 	5681648.9404	 diff1 = 	4861862.7398	 diff2 = 	-0.17506	 diff3 = 	-11.8159	 diff4 = 	-0.34813	 diff5 = 	528888.7244	 diff6 = 	1826.485	 diff7 = 	289083.3303	 diff8 = 	290909.8153
Iter = 	100	 relative error = 	1.0459	 diff_step = 	52963.604	 diff = 	5669645.2309	 diff1 = 	4848768.8556	 diff2 = 	-0.17077	 diff3 = 	-11.4911	 diff4 = 	-0.3404	 diff5 = 	536003.6705	 diff6 = 	1878.2716	 diff7 = 	283006.4354	 diff8 = 	284884.7071
Iter = 	120	 relative error = 	1.0449	 diff_step = 	38286.4412	 diff = 	5663253.4948	 diff1 = 	4841015.9358	 diff2 = 	-0.16834	 diff3 = 	-11.2992	 diff4 = 	-0.33622	 diff5 = 	540119.8804	 diff6 = 	1914.4853	 diff7 = 	280214.9971	 diff8 = 	282129.4824
Iter = 	140	 relative error = 	1.0443	 diff_step = 	29048.74	 diff = 	5659574.1671	 diff1 = 	4836154.8458	 diff2 = 	-0.1669	 diff3 = 	-11.1812	 diff4 = 	-0.33379	 diff5 = 	542685.5869	 diff6 = 	1939.0061	 diff7 = 	278806.4103	 diff8 = 	280745.4164
Iter = 	160	 relative error = 	1.0439	 diff_step = 	22757.6901	 diff = 	5657326.2008	 diff1 = 	4832974.8505	 diff2 = 	-0.16602	 diff3 = 	-11.1072	 diff4 = 	-0.3323	 diff5 = 	544362.7992	 diff6 = 	1955.4497	 diff7 = 	278044.7069	 diff8 = 	280000.1566
Iter = 	180	 relative error = 	1.0436	 diff_step = 	18355.7395	 diff = 	5655861.6736	 diff1 = 	4830801.1534	 diff2 = 	-0.16549	 diff3 = 	-11.0604	 diff4 = 	-0.33138	 diff5 = 	545488.7768	 diff6 = 	1966.4978	 diff7 = 	277616.8029	 diff8 = 	279583.3007
Iter = 	200	 relative error = 	1.0433	 diff_step = 	15240.6218	 diff = 	5654847.3338	 diff1 = 	4829252.9789	 diff2 = 	-0.16516	 diff3 = 	-11.0307	 diff4 = 	-0.33079	 diff5 = 	546258.417	 diff6 = 	1973.9656	 diff7 = 	277373.4989	 diff8 = 	279347.4645
Iter = 	220	 relative error = 	1.0431	 diff_step = 	12992.2464	 diff = 	5654104.0998	 diff1 = 	4828107.3981	 diff2 = 	-0.16496	 diff3 = 	-11.012	 diff4 = 	-0.33041	 diff5 = 	546792.5144	 diff6 = 	1979.0546	 diff7 = 	277236.6401	 diff8 = 	279215.6947
