 iteration 1
Iter = 	20	 relative error = 	1.0685	 diff_step = 	1606057.7998	 diff = 	5197619.0361	 diff1 = 	5074397.1854	 diff2 = 	-0.85962	 diff3 = 	-0.57946	 diff4 = 	-164.9063	 diff5 = 	12755.1771	 diff6 = 	51741.873	 diff7 = 	58891.146	 diff8 = 	110633.019
Iter = 	40	 relative error = 	1.0532	 diff_step = 	269062.1617	 diff = 	5045501.972	 diff1 = 	4925034.7458	 diff2 = 	-0.81124	 diff3 = 	-0.55326	 diff4 = 	-148.1143	 diff5 = 	14244.2802	 diff6 = 	53800.122	 diff7 = 	52572.3027	 diff8 = 	106372.4247
Iter = 	60	 relative error = 	1.0479	 diff_step = 	144082.4613	 diff = 	4985673.5755	 diff1 = 	4869210.1962	 diff2 = 	-0.77027	 diff3 = 	-0.52813	 diff4 = 	-136.9719	 diff5 = 	15372.327	 diff6 = 	53707.1193	 diff7 = 	47522.2033	 diff8 = 	101229.3226
Iter = 	80	 relative error = 	1.0456	 diff_step = 	88310.4767	 diff = 	4956327.4807	 diff1 = 	4843816.4774	 diff2 = 	-0.73502	 diff3 = 	-0.50492	 diff4 = 	-128.7385	 diff5 = 	16303.8688	 diff6 = 	52929.0523	 diff7 = 	43408.0606	 diff8 = 	96337.1129
Iter = 	100	 relative error = 	1.0443	 diff_step = 	58547.2089	 diff = 	4939783.2426	 diff1 = 	4830868.4658	 diff2 = 	-0.70443	 diff3 = 	-0.48419	 diff4 = 	-122.2594	 diff5 = 	17105.1147	 diff6 = 	51925.7193	 diff7 = 	40007.3909	 diff8 = 	91933.1103
Iter = 	120	 relative error = 	1.0436	 diff_step = 	41119.7424	 diff = 	4929288.5195	 diff1 = 	4823564.0758	 diff2 = 	-0.67764	 diff3 = 	-0.46587	 diff4 = 	-116.9583	 diff5 = 	17809.1774	 diff6 = 	50876.0831	 diff7 = 	37157.2849	 diff8 = 	88033.3681
Iter = 	140	 relative error = 	1.0431	 diff_step = 	30753.2031	 diff = 	4921992.5237	 diff1 = 	4819074.3235	 diff2 = 	-0.65399	 diff3 = 	-0.44966	 diff4 = 	-112.4975	 diff5 = 	18439.037	 diff6 = 	49854.7844	 diff7 = 	34737.9799	 diff8 = 	84592.7643
Iter = 	160	 relative error = 	1.0427	 diff_step = 	24175.1958	 diff = 	4916607.1874	 diff1 = 	4816154.2999	 diff2 = 	-0.63295	 diff3 = 	-0.43524	 diff4 = 	-108.6652	 diff5 = 	19010.8815	 diff6 = 	48890.8629	 diff7 = 	32660.8765	 diff8 = 	81551.7394
Iter = 	180	 relative error = 	1.0424	 diff_step = 	19609.8707	 diff = 	4912458.3791	 diff1 = 	4814175.6539	 diff2 = 	-0.61412	 diff3 = 	-0.42232	 diff4 = 	-105.3248	 diff5 = 	19535.6654	 diff6 = 	47993.6902	 diff7 = 	30859.7307	 diff8 = 	78853.4209
Iter = 	200	 relative error = 	1.0422	 diff_step = 	16328.1291	 diff = 	4909141.48	 diff1 = 	4812775.1969	 diff2 = 	-0.59715	 diff3 = 	-0.41069	 diff4 = 	-102.3795	 diff5 = 	20020.7532	 diff6 = 	47164.5749	 diff7 = 	29284.3423	 diff8 = 	76448.9172
Iter = 	220	 relative error = 	1.042	 diff_step = 	13899.4569	 diff = 	4906415.7992	 diff1 = 	4811748.1708	 diff2 = 	-0.5818	 diff3 = 	-0.40016	 diff4 = 	-99.7575	 diff5 = 	20471.5121	 diff6 = 	46400.8836	 diff7 = 	27895.9722	 diff8 = 	74296.8558
Iter = 	240	 relative error = 	1.0419	 diff_step = 	12031.6512	 diff = 	4904128.1004	 diff1 = 	4810971.7323	 diff2 = 	-0.56784	 diff3 = 	-0.39059	 diff4 = 	-97.4047	 diff5 = 	20892.1256	 diff6 = 	45698.3686	 diff7 = 	26664.2371	 diff8 = 	72362.6057
Iter = 	260	 relative error = 	1.0418	 diff_step = 	10546.1826	 diff = 	4902176.7389	 diff1 = 	4810369.7693	 diff2 = 	-0.55508	 diff3 = 	-0.38186	 diff4 = 	-95.2794	 diff5 = 	21285.9307	 diff6 = 	45052.2753	 diff7 = 	25564.9799	 diff8 = 	70617.2552
Iter = 	280	 relative error = 	1.0417	 diff_step = 	9333.4037	 diff = 	4900491.8081	 diff1 = 	4809893.7946	 diff2 = 	-0.54339	 diff3 = 	-0.37385	 diff4 = 	-93.3485	 diff5 = 	21655.6269	 diff6 = 	44457.886	 diff7 = 	24578.7663	 diff8 = 	69036.6524
Iter = 	300	 relative error = 	1.0416	 diff_step = 	8327.6468	 diff = 	4899023.9843	 diff1 = 	4809512.4813	 diff2 = 	-0.53263	 diff3 = 	-0.36648	 diff4 = 	-91.5859	 diff5 = 	22003.4357	 diff6 = 	43910.7634	 diff7 = 	23689.789	 diff8 = 	67600.5523
Iter = 	320	 relative error = 	1.0415	 diff_step = 	7477.8424	 diff = 	4897736.9652	 diff1 = 	4809204.7728	 diff2 = 	-0.5227	 diff3 = 	-0.35968	 diff4 = 	-89.9702	 diff5 = 	22331.2144	 diff6 = 	43406.7809	 diff7 = 	22885.0497	 diff8 = 	66291.8306
Iter = 	340	 relative error = 	1.0415	 diff_step = 	6743.403	 diff = 	4896601.8053	 diff1 = 	4808954.7168	 diff2 = 	-0.51351	 diff3 = 	-0.35337	 diff4 = 	-88.4836	 diff5 = 	22640.5475	 diff6 = 	42942.1419	 diff7 = 	22153.7496	 diff8 = 	65095.8915
Iter = 	360	 relative error = 	1.0414	 diff_step = 	6104.7118	 diff = 	4895594.2062	 diff1 = 	4808749.0872	 diff2 = 	-0.50498	 diff3 = 	-0.34751	 diff4 = 	-87.1117	 diff5 = 	22932.8202	 diff6 = 	42513.425	 diff7 = 	21486.8381	 diff8 = 	64000.2631
Iter = 	380	 relative error = 	1.0414	 diff_step = 	5552.7024	 diff = 	4894694.6974	 diff1 = 	4808577.8857	 diff2 = 	-0.49704	 diff3 = 	-0.34206	 diff4 = 	-85.8424	 diff5 = 	23209.2593	 diff6 = 	42117.5596	 diff7 = 	20876.6744	 diff8 = 	62994.2339
Iter = 	400	 relative error = 	1.0413	 diff_step = 	5063.0515	 diff = 	4893888.3082	 diff1 = 	4808434.3208	 diff2 = 	-0.48964	 diff3 = 	-0.33696	 diff4 = 	-84.6648	 diff5 = 	23470.9624	 diff6 = 	41751.7504	 diff7 = 	20316.766	 diff8 = 	62068.5164
Iter = 	420	 relative error = 	1.0413	 diff_step = 	4626.0776	 diff = 	4893162.5424	 diff1 = 	4808312.9762	 diff2 = 	-0.48273	 diff3 = 	-0.33219	 diff4 = 	-83.5697	 diff5 = 	23718.915	 diff6 = 	41413.4724	 diff7 = 	19801.5635	 diff8 = 	61215.0358
