 iteration 1
Iter = 	20	 relative error = 	1.0708	 diff_step = 	1665712.0035	 diff = 	5676684.4463	 diff1 = 	5090251.7469	 diff2 = 	-0.74294	 diff3 = 	-0.0049956	 diff4 = 	-15.1604	 diff5 = 	133363.0581	 diff6 = 	5186.2175	 diff7 = 	447899.3321	 diff8 = 	453085.5496
Iter = 	40	 relative error = 	1.0546	 diff_step = 	264140.9266	 diff = 	5381162.6332	 diff1 = 	4934622.547	 diff2 = 	-0.55547	 diff3 = 	-0.0037685	 diff4 = 	-10.881	 diff5 = 	180492.7711	 diff6 = 	4520.9339	 diff7 = 	261537.8214	 diff8 = 	266058.7553
Iter = 	60	 relative error = 	1.049	 diff_step = 	140192.3624	 diff = 	5289716.6583	 diff1 = 	4876985.8182	 diff2 = 	-0.47807	 diff3 = 	-0.0032513	 diff4 = 	-9.216	 diff5 = 	208261.2492	 diff6 = 	4277.7348	 diff7 = 	200201.5534	 diff8 = 	204479.2882
Iter = 	80	 relative error = 	1.0464	 diff_step = 	85593.8621	 diff = 	5252135.7105	 diff1 = 	4850773.9733	 diff2 = 	-0.4364	 diff3 = 	-0.0029661	 diff4 = 	-8.3702	 diff5 = 	225511.2498	 diff6 = 	4182.4282	 diff7 = 	171676.8688	 diff8 = 	175859.297
Iter = 	100	 relative error = 	1.045	 diff_step = 	56623.7728	 diff = 	5234110.3796	 diff1 = 	4837174.447	 diff2 = 	-0.41111	 diff3 = 	-0.0027895	 diff4 = 	-7.8852	 diff5 = 	236514.04	 diff6 = 	4153.7644	 diff7 = 	156276.4273	 diff8 = 	160430.1917
Iter = 	120	 relative error = 	1.0441	 diff_step = 	39875.3971	 diff = 	5224425.5651	 diff1 = 	4829352.2919	 diff2 = 	-0.39468	 diff3 = 	-0.0026728	 diff4 = 	-7.5872	 diff5 = 	243670.3611	 diff6 = 	4157.1337	 diff7 = 	147253.7631	 diff8 = 	151410.8968
Iter = 	140	 relative error = 	1.0436	 diff_step = 	29898.5691	 diff = 	5218732.7832	 diff1 = 	4824450.6911	 diff2 = 	-0.3835	 diff3 = 	-0.0025923	 diff4 = 	-7.3956	 diff5 = 	248426.3316	 diff6 = 	4175.449	 diff7 = 	141688.0933	 diff8 = 	145863.5423
Iter = 	160	 relative error = 	1.0431	 diff_step = 	23576.2845	 diff = 	5215189.8216	 diff1 = 	4821206.8383	 diff2 = 	-0.37564	 diff3 = 	-0.0025351	 diff4 = 	-7.2682	 diff5 = 	251665.2592	 diff6 = 	4199.6108	 diff7 = 	138125.7596	 diff8 = 	142325.3704
Iter = 	180	 relative error = 	1.0428	 diff_step = 	19137.2036	 diff = 	5212896.2322	 diff1 = 	4818975.9235	 diff2 = 	-0.36997	 diff3 = 	-0.0024934	 diff4 = 	-7.1815	 diff5 = 	253925.5555	 diff6 = 	4224.7569	 diff7 = 	135777.5503	 diff8 = 	140002.3072
Iter = 	200	 relative error = 	1.0426	 diff_step = 	15930.3018	 diff = 	5211345.9323	 diff1 = 	4817375.1335	 diff2 = 	-0.36581	 diff3 = 	-0.0024624	 diff4 = 	-7.1211	 diff5 = 	255539.2399	 diff6 = 	4248.4868	 diff7 = 	134190.5614	 diff8 = 	138439.0482
Iter = 	220	 relative error = 	1.0424	 diff_step = 	13549.2003	 diff = 	5210259.9647	 diff1 = 	4816187.4344	 diff2 = 	-0.3627	 diff3 = 	-0.0024391	 diff4 = 	-7.0779	 diff5 = 	256716.3688	 diff6 = 	4269.7272	 diff7 = 	133093.8774	 diff8 = 	137363.6046
Iter = 	240	 relative error = 	1.0422	 diff_step = 	11699.9117	 diff = 	5209476.5069	 diff1 = 	4815283.4687	 diff2 = 	-0.36035	 diff3 = 	-0.0024214	 diff4 = 	-7.0466	 diff5 = 	257591.8995	 diff6 = 	4288.1164	 diff7 = 	132320.4315	 diff8 = 	136608.5479
Iter = 	260	 relative error = 	1.0421	 diff_step = 	10211.4975	 diff = 	5208895.4401	 diff1 = 	4814580.2165	 diff2 = 	-0.35856	 diff3 = 	-0.0024078	 diff4 = 	-7.0233	 diff5 = 	258254.169	 diff6 = 	4303.6914	 diff7 = 	131764.7474	 diff8 = 	136068.4388
Iter = 	280	 relative error = 	1.042	 diff_step = 	8988.4668	 diff = 	5208453.7706	 diff1 = 	4814023.2223	 diff2 = 	-0.35718	 diff3 = 	-0.0023974	 diff4 = 	-7.0058	 diff5 = 	258762.3194	 diff6 = 	4316.6988	 diff7 = 	131358.8954	 diff8 = 	135675.5941
Iter = 	300	 relative error = 	1.0419	 diff_step = 	7973.677	 diff = 	5208111.8201	 diff1 = 	4813576.6219	 diff2 = 	-0.35611	 diff3 = 	-0.0023892	 diff4 = 	-6.9923	 diff5 = 	259156.8281	 diff6 = 	4327.4649	 diff7 = 	131058.2561	 diff8 = 	135385.721
Iter = 	320	 relative error = 	1.0418	 diff_step = 	7124.6391	 diff = 	5207843.0362	 diff1 = 	4813215.1329	 diff2 = 	-0.35528	 diff3 = 	-0.0023828	 diff4 = 	-6.982	 diff5 = 	259466.0205	 diff6 = 	4336.3233	 diff7 = 	130832.8992	 diff8 = 	135169.2225
