 iteration 1
Iter = 	20	 relative error = 	7.9896	 diff_step = 	61466734.2659	 diff = 	10019.6469	 diff1 = 	9864.5516	 diff2 = 	-7.654e-06	 diff3 = 	-0.00018174	 diff4 = 	0.00074438	 diff5 = 	0.24942	 diff6 = 	154.8454	 diff7 = 	155.0948
Iter = 	40	 relative error = 	5.4618	 diff_step = 	972.373	 diff = 	5292.7023	 diff1 = 	5228.9941	 diff2 = 	-5.4576e-06	 diff3 = 	-0.00012387	 diff4 = 	0.000771	 diff5 = 	0.16421	 diff6 = 	63.5434	 diff7 = 	63.7076
Iter = 	60	 relative error = 	3.0102	 diff_step = 	898.8293	 diff = 	2458.7162	 diff1 = 	2430.3005	 diff2 = 	-3.4371e-06	 diff3 = 	-7.7667e-05	 diff4 = 	0.00073769	 diff5 = 	0.11604	 diff6 = 	28.299	 diff7 = 	28.4151
Iter = 	80	 relative error = 	1.3092	 diff_step = 	751.0336	 diff = 	1419.2112	 diff1 = 	1400.0122	 diff2 = 	-1.929e-06	 diff3 = 	-4.3598e-05	 diff4 = 	0.00073708	 diff5 = 	0.097197	 diff6 = 	19.1012	 diff7 = 	19.1984
Iter = 	100	 relative error = 	0.68866	 diff_step = 	679.4567	 diff = 	1105.4194	 diff1 = 	1085.8932	 diff2 = 	-1.5634e-06	 diff3 = 	-3.3316e-05	 diff4 = 	0.00080247	 diff5 = 	0.09522	 diff6 = 	19.4302	 diff7 = 	19.5254
Iter = 	120	 relative error = 	0.41323	 diff_step = 	640.0389	 diff = 	941.8102	 diff1 = 	920.5273	 diff2 = 	-1.514e-06	 diff3 = 	-2.9714e-05	 diff4 = 	0.00091199	 diff5 = 	0.094976	 diff6 = 	21.187	 diff7 = 	21.282
Iter = 	140	 relative error = 	0.26898	 diff_step = 	465.6555	 diff = 	867.1451	 diff1 = 	845.1214	 diff2 = 	-1.3165e-06	 diff3 = 	-2.7298e-05	 diff4 = 	0.00097097	 diff5 = 	0.093872	 diff6 = 	21.9289	 diff7 = 	22.0228
Iter = 	160	 relative error = 	0.19809	 diff_step = 	358.901	 diff = 	830.1806	 diff1 = 	807.9232	 diff2 = 	-1.1311e-06	 diff3 = 	-2.5497e-05	 diff4 = 	0.0010873	 diff5 = 	0.092464	 diff6 = 	22.1639	 diff7 = 	22.2563
Iter = 	180	 relative error = 	0.14949	 diff_step = 	357.6315	 diff = 	805.8471	 diff1 = 	783.0951	 diff2 = 	-1.0038e-06	 diff3 = 	-2.4339e-05	 diff4 = 	0.0012479	 diff5 = 	0.091291	 diff6 = 	22.6595	 diff7 = 	22.7508
Iter = 	200	 relative error = 	0.11462	 diff_step = 	334.2541	 diff = 	791.1964	 diff1 = 	767.4694	 diff2 = 	-9.1857e-07	 diff3 = 	-2.3563e-05	 diff4 = 	0.0013764	 diff5 = 	0.090417	 diff6 = 	23.6352	 diff7 = 	23.7256
Iter = 	220	 relative error = 	0.091213	 diff_step = 	262.2191	 diff = 	784.393	 diff1 = 	759.8826	 diff2 = 	-8.6663e-07	 diff3 = 	-2.299e-05	 diff4 = 	0.0015004	 diff5 = 	0.08963	 diff6 = 	24.4192	 diff7 = 	24.5089
Iter = 	240	 relative error = 	0.075628	 diff_step = 	203.3777	 diff = 	781.1047	 diff1 = 	755.9742	 diff2 = 	-8.3821e-07	 diff3 = 	-2.2562e-05	 diff4 = 	0.0016371	 diff5 = 	0.089007	 diff6 = 	25.0399	 diff7 = 	25.1289
Iter = 	260	 relative error = 	0.065319	 diff_step = 	163.3145	 diff = 	779.6526	 diff1 = 	753.8466	 diff2 = 	-8.2568e-07	 diff3 = 	-2.2254e-05	 diff4 = 	0.001777	 diff5 = 	0.088589	 diff6 = 	25.7156	 diff7 = 	25.8042
Iter = 	280	 relative error = 	0.059349	 diff_step = 	138.6607	 diff = 	779.1513	 diff1 = 	752.5321	 diff2 = 	-8.239e-07	 diff3 = 	-2.2053e-05	 diff4 = 	0.0019134	 diff5 = 	0.088356	 diff6 = 	26.529	 diff7 = 	26.6174
Iter = 	300	 relative error = 	0.057324	 diff_step = 	123.5134	 diff = 	779.118	 diff1 = 	751.5234	 diff2 = 	-8.2918e-07	 diff3 = 	-2.1952e-05	 diff4 = 	0.0020361	 diff5 = 	0.088266	 diff6 = 	27.5043	 diff7 = 	27.5925
