 iteration 1
Iter = 	20	 relative error = 	2.0245	 diff_step = 	37028255.9129	 diff = 	1910.5484	 diff1 = 	1775.4979	 diff2 = 	-6.8158e-06	 diff3 = 	-0.00017208	 diff4 = 	0.00028661	 diff5 = 	0.16634	 diff6 = 	134.8841	 diff7 = 	135.0505
Iter = 	40	 relative error = 	0.5353	 diff_step = 	855.494	 diff = 	1160.5739	 diff1 = 	1105.2651	 diff2 = 	-2.1835e-06	 diff3 = 	-5.0786e-05	 diff4 = 	0.00041917	 diff5 = 	0.096701	 diff6 = 	55.2117	 diff7 = 	55.3084
Iter = 	60	 relative error = 	0.38584	 diff_step = 	305.4	 diff = 	1024.8195	 diff1 = 	989.5691	 diff2 = 	-1.6119e-06	 diff3 = 	-3.4871e-05	 diff4 = 	0.00055754	 diff5 = 	0.076797	 diff6 = 	35.173	 diff7 = 	35.2498
Iter = 	80	 relative error = 	0.27888	 diff_step = 	235.9095	 diff = 	949.46	 diff1 = 	922.9502	 diff2 = 	-1.4474e-06	 diff3 = 	-2.9545e-05	 diff4 = 	0.00066586	 diff5 = 	0.066468	 diff6 = 	26.4427	 diff7 = 	26.5092
Iter = 	100	 relative error = 	0.19802	 diff_step = 	189.5769	 diff = 	907.5565	 diff1 = 	885.6701	 diff2 = 	-1.3432e-06	 diff3 = 	-2.6274e-05	 diff4 = 	0.00076133	 diff5 = 	0.060104	 diff6 = 	21.8256	 diff7 = 	21.8857
Iter = 	120	 relative error = 	0.14376	 diff_step = 	162.425	 diff = 	884.0632	 diff1 = 	864.8983	 diff2 = 	-1.2566e-06	 diff3 = 	-2.4074e-05	 diff4 = 	0.00085415	 diff5 = 	0.05588	 diff6 = 	19.1082	 diff7 = 	19.1641
Iter = 	140	 relative error = 	0.10943	 diff_step = 	235.362	 diff = 	864.6821	 diff1 = 	847.1158	 diff2 = 	-1.1393e-06	 diff3 = 	-2.2537e-05	 diff4 = 	0.0009675	 diff5 = 	0.052975	 diff6 = 	17.5123	 diff7 = 	17.5653
Iter = 	160	 relative error = 	0.085808	 diff_step = 	428.0876	 diff = 	832.1467	 diff1 = 	814.8328	 diff2 = 	-1.0516e-06	 diff3 = 	-2.1403e-05	 diff4 = 	0.0011584	 diff5 = 	0.051119	 diff6 = 	17.2616	 diff7 = 	17.3127
Iter = 	180	 relative error = 	0.066862	 diff_step = 	466.4568	 diff = 	810.9785	 diff1 = 	793.1835	 diff2 = 	-1.047e-06	 diff3 = 	-2.0455e-05	 diff4 = 	0.0013129	 diff5 = 	0.049821	 diff6 = 	17.7439	 diff7 = 	17.7937
Iter = 	200	 relative error = 	0.055017	 diff_step = 	394.2696	 diff = 	799.0425	 diff1 = 	781.1089	 diff2 = 	-1.0442e-06	 diff3 = 	-1.9678e-05	 diff4 = 	0.0015026	 diff5 = 	0.048737	 diff6 = 	17.8834	 diff7 = 	17.9321
Iter = 	220	 relative error = 	0.047907	 diff_step = 	374.5709	 diff = 	786.5552	 diff1 = 	768.5256	 diff2 = 	-1.0463e-06	 diff3 = 	-1.9031e-05	 diff4 = 	0.0017773	 diff5 = 	0.047817	 diff6 = 	17.98	 diff7 = 	18.0278
